"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","startUrl","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/ext_is_blue_verified","user/ext_verified_type","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name","user_mentions/6/id_str","user_mentions/6/name","user_mentions/6/screen_name","user_mentions/7/id_str","user_mentions/7/name","user_mentions/7/screen_name","user_mentions/8/id_str","user_mentions/8/name","user_mentions/8/screen_name","user_mentions/9/id_str","user_mentions/9/name","user_mentions/9/screen_name","user_mentions/10/id_str","user_mentions/10/name","user_mentions/10/screen_name","view_count"
"1624727227685298176","2023-02-12T11:08:51.000Z","1","i hate a passive aggressive person. use your words coz saying “lol” isn’t doing what you think it is",,,,,,,,,,,,"1624727227685298176",,,,,,,,,"0","0","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/keaaaaley/status/1624727227685298176",,,,,,,"promotable_user",,,"none",,"false","2022-06-09T10:05:35.000Z","false","","false","false",,"0","10376",,,"4157",,"641","true","true","1534839058962305000","1534839058962305026","false","false",,"7","he/him","1992",,":/","4157",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1534839058962305026/1673279490",,"http://pbs.twimg.com/profile_images/1612193328249831424/9Mlk1Azn_normal.jpg","https://pbs.twimg.com/profile_images/1612193328249831424/9Mlk1Azn_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","keaaaaley","40516",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134"
"1624707056619110401","2023-02-12T09:48:42.000Z","23","if love and hate are the same words, i love you seoul. if love and hate are the same words, i hate you seoul",,,,,,,,,,,,"1624707056619110401",,,,,,,,,"0","5","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/rmonobot/status/1624707056619110401",,,,,,,"none",,,"none",,"false","2020-10-04T22:01:45.000Z","false","random mono lyrics every 30 minutes.","false","false",,"0","0",,,"13692",,"0","false","false","1312875549874950100","1312875549874950145","false","false",,"186","","0",,"mono lyrics bot","13692",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1312875549874950145/1601852276",,"http://pbs.twimg.com/profile_images/1312875765487239168/gFicOa_J_normal.jpg","https://pbs.twimg.com/profile_images/1312875765487239168/gFicOa_J_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","rmonobot","40442",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"978"
"1624673730243989505","2023-02-12T07:36:16.000Z","19","i actually kinda hate myself a lot of the time. but when i’m with you, i, uh, don’t hate myself. i like being around you, i don’t know if i ever told you that in so many words, so i’m telling you.",,,,,,,,,,,,"1624673730243989505",,,,,,,,,"0","6","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/bojackhbot/status/1624673730243989505",,,,,,,"none",,,"none",,"false","2022-02-26T13:18:28.000Z","false","quotes from bojack horseman every thirty minutes","false","false",,"0","6",,,"1265",,"0","false","false","1497561681442001000","1497561681442000897","false","false",,"2","hollywoo","1",,"bojack horseman bot","1265",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1497561681442000897/1647007000",,"http://pbs.twimg.com/profile_images/1502281894720901128/UgfxFE8e_normal.jpg","https://pbs.twimg.com/profile_images/1502281894720901128/UgfxFE8e_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","bojackhbot","6312",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"404"
"1624598082154545153","2023-02-12T02:35:41.000Z","1007","i hate it when i can't control my tears",,,,,,,,,,,,"1624598082154545153",,,,,,,,,"5","415","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/itswords_/status/1624598082154545153",,,,,,,"none",,,"none",,"false","2021-05-07T08:37:05.000Z","false","random words & thoughts","false","false",,"0","7295",,,"828201",,"1","false","true","1390586388647583700","1390586388647583747","false","false",,"966","","553",,"Words","828201",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1390586388647583747/1626761096",,"http://pbs.twimg.com/profile_images/1417362314794201089/W8iRohTu_normal.jpg","https://pbs.twimg.com/profile_images/1417362314794201089/W8iRohTu_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","itswords_","12658",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52791"
"1624598031004729349","2023-02-12T02:35:28.000Z","6","I hate the words simp / nice guy real niggas just gone always come through for a bitch they like forreal",,,,,,,,,,,,"1624598031004729349",,,,,,,,,"0","2","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/KrisDaCappa/status/1624598031004729349",,,,,,,"none",,,"none",,"false","2019-04-28T03:00:08.000Z","false","#YoungestNCharge #EBK","false","false",,"0","7583",,,"446",,"204","true","true","1122334654604959700","1122334654604959744","false","false",,"1","Atlanta, GA","8",,"EBK","446",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1122334654604959744/1662598835",,"http://pbs.twimg.com/profile_images/1623844054680145924/m3NUcAHg_normal.jpg","https://pbs.twimg.com/profile_images/1623844054680145924/m3NUcAHg_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","KrisDaCappa","5054",,"none","https://t.co/Wh47QCwAHo",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255"
"1624426869700587523","2023-02-11T15:15:20.000Z","36","I'll say it again. The Trans Panic is a stochastic terror campaign designed to smear trans people as a kind of ultimate evil thereby providing a moral foundation for hate and thus fueling the endless right-wing culture war.

It's just Blood Libel with a few words swapped out.",,,,,,,,,,,,"1624426869700587523",,,,,,,,,"2","13","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/DuendeenF/status/1624426869700587523",,,,,,,"promotable_user",,,"none",,"false","2020-05-17T17:12:00.000Z","false","Sometimes I write poems and then I lie on the ground. Also writing on #disinfo.","false","false",,"0","47755",,,"1264",,"3057","false","true","1262068320238399500","1262068320238399493","false","false",,"16","The Internet","681",,"DuendeonFuego","1264",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1262068320238399493/1632451065",,"http://pbs.twimg.com/profile_images/1425925352988184578/-PjrqD8y_normal.jpg","https://pbs.twimg.com/profile_images/1425925352988184578/-PjrqD8y_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","DuendeenF","21948",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608"
"1624413016157564933","2023-02-11T14:20:17.000Z","32","Words U hate during 
       Chatting.",,,,,,,,,,,,"1624413016157564933",,,,,,,,,"5","6","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/it_jose1/status/1624413016157564933",,,,,,,"promotable_user",,,"none",,"false","2022-02-09T14:02:48.000Z","false","loner~https://t.co/L9jSzdW5ri","false","false",,"0","111195",,,"3697",,"939","false","false","1491412165261246500","1491412165261246464","false","false",,"1","Kenya","429",,"KOT JOSE","3697",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1491412165261246464/1675168399",,"http://pbs.twimg.com/profile_images/1618998556559396869/y1ndqM-D_normal.jpg","https://pbs.twimg.com/profile_images/1618998556559396869/y1ndqM-D_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","it_jose1","36514",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1168"
"1624052027104821249","2023-02-10T14:25:51.000Z","34","No amount of words can explain how much I hate it when people are late after we agreed on a specific time😑Like you really don't respect people's time huh?",,,,,,,,,,,,"1624052027104821249",,,,,,,,,"0","9","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/okmichaelss/status/1624052027104821249",,,,,,,"none",,,"none",,"false","2021-06-16T08:29:41.000Z","false","Grateful for Art
⁵/⁸ •pan
Writer/Interior designer/Digital Marketer📍 •Femininity|Confidence|Inner work🪹🕯️","false","false",,"0","52272",,,"533",,"240","false","true","1405080084416012300","1405080084416012288","false","false",,"0","Land of the Living","215",,"☼︎","533",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1405080084416012288/1673556331",,"http://pbs.twimg.com/profile_images/1621096466168020993/yDbECyAM_normal.jpg","https://pbs.twimg.com/profile_images/1621096466168020993/yDbECyAM_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","okmichaelss","15016",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"809"
"1623911778571943936","2023-02-10T05:08:33.000Z","157","IN 2018 , GEORGE BUSH DYING WORDS ON VIDEO TURN THEM ALL IN FOR CRIMES AGAINST HUMANITY,  THIS VIDEO IS A MUST SEE,  ITS 7 MINS LONG BUT IT WILL OPEN YOUR EYES AND MIND TO WHAT IS REALLY GOING ON TODAY. https://t.co/liTFqYgxND",,,,,,,,,,,,"1623911778571943936","https://pbs.twimg.com/ext_tw_video_thumb/1623911645763477505/pu/img/AQM7o70YwAPsc-AK.jpg","photo",,,,,,,"27","97","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/Benjamin7_4/status/1623911778571943936",,,,,,,"promotable_user",,,"none",,"false","2016-11-13T03:15:06.000Z","false","Animal lover, I'M NOT RESPONSIBLE FOR YOUR FEELINGS,  THE TRUTH HURTS GET OVER IT.","false","true",,"0","6493",,,"790",,"1825","true","true","797638892614807600","797638892614807553","false","false",,"5","United States","2965",,"dems hate me","790",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/797638892614807553/1671025614",,"http://pbs.twimg.com/profile_images/1620757578384031744/fl7FvwM0_normal.jpg","https://pbs.twimg.com/profile_images/1620757578384031744/fl7FvwM0_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Benjamin7_4","12224",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22485"
"1623654085886119936","2023-02-09T12:04:34.000Z","54","An hour before Suchwita starts. Let me remind you:

1. Respect both artists
2. Watch and enjoy the whole episode
3. Every word they said either Hoshi or Suga it's all fact. Don't twist their words to hate them 
4. Don't believe to short clip/crop/cut videos",,,,,,,,,,,,"1623654085886119936",,,,,,,,,"1","20","https://twitter.com/search?q=hate%20words&src=typed_query","https://twitter.com/71357__/status/1623654085886119936",,,,,,,"none",,,"none",,"false","2022-04-13T07:11:33.000Z","false","💜2016 || ARMY                       💎2020 || CARATS                   
    
                      💙SINCE DEBUT || MOA             🤎🧡SINCE ILAND || ENGENE","false","false",,"0","2284",,,"446",,"553","false","true","1514139116371595300","1514139116371595267","false","false",,"2","","273",,"Pey ☀️\⁷","446",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1514139116371595267/1656264837",,"http://pbs.twimg.com/profile_images/1514144201424125954/zIv2__Eb_normal.jpg","https://pbs.twimg.com/profile_images/1514144201424125954/zIv2__Eb_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","71357__","1208",,"none","https://t.co/MOxIQorT0B",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1675"
